                    QOI  subset    p    s    b       beta0         beta1    gamma1     objective  p-value
11763  Tavg_z0.0517_t12       0  2.0  0.0   47  306.925170 -3.237863e+04  1.957617  1.484674e-01      NaN
11764  Tavg_z0.0517_t12       0  2.0  0.0   48  306.953502 -4.504460e+04  2.000000  2.442917e-01      NaN
11765  Tavg_z0.0517_t12       0  2.0  0.0   49  307.135185 -5.187423e+03  1.563911  2.080125e-01      NaN
11766  Tavg_z0.0517_t12       0  2.0  0.0   50  307.205142 -1.390998e+04  1.746487  3.419386e-01      NaN
11767  Tavg_z0.0517_t12       0  2.0  0.0   51  306.893528 -7.728828e+03  1.750631  2.941665e-01      NaN
11768  Tavg_z0.0517_t12       0  2.0  0.0   52  307.041780 -3.948183e+04  2.000000  3.138245e-01      NaN
11769  Tavg_z0.0517_t12       0  2.0  0.0   53  307.007849 -3.846129e+04  2.000000  2.302529e-01      NaN
11770  Tavg_z0.0517_t12       0  2.0  0.0   54  306.983345 -1.507407e+04  1.792331  1.007427e-01      NaN
11771  Tavg_z0.0517_t12       0  2.0  0.0   55  307.038041 -4.389280e+04  2.000000  2.611178e-01      NaN
11772  Tavg_z0.0517_t12       0  2.0  0.0   56  307.186815 -3.902317e+04  2.000000  3.385601e-01      NaN
11773  Tavg_z0.0517_t12       0  2.0  0.0   57  307.278331 -3.091636e+02  1.004944  1.759250e-01      NaN
11774  Tavg_z0.0517_t12       0  2.0  0.0   58  307.089482 -1.521906e+03  1.344657  2.803886e-01      NaN
11775  Tavg_z0.0517_t12       0  2.0  0.0   59  307.006859 -5.263507e+04  2.000000  2.976111e-01      NaN
11776  Tavg_z0.0517_t12       0  2.0  0.0   60  306.915787 -4.390102e+04  2.000000  1.626647e-01      NaN
11777  Tavg_z0.0517_t12       0  2.0  0.0   61  306.989851 -4.889446e+04  2.000000  2.359752e-01      NaN
11778  Tavg_z0.0517_t12       0  2.0  0.0   62  307.095992 -1.066863e+03  1.277246  1.737551e-01      NaN
11779  Tavg_z0.0517_t12       0  2.0  0.0   63  306.995452 -3.469930e+04  2.000000  2.110109e-01      NaN
11780  Tavg_z0.0517_t12       0  2.0  0.0   64  307.096098 -4.559768e+04  2.000000  3.124500e-01      NaN
11781  Tavg_z0.0517_t12       0  2.0  0.0   65  307.337804 -3.502328e+02  1.036259  2.684207e-01      NaN
11782  Tavg_z0.0517_t12       0  2.0  0.0   66  307.004578 -4.563324e+04  2.000000  2.527704e-01      NaN
11783  Tavg_z0.0517_t12       0  2.0  0.0   67  307.107577 -4.764107e+04  2.000000  3.113677e-01      NaN
11784  Tavg_z0.0517_t12       0  2.0  0.0   68  306.984611 -4.432230e+03  1.566192  9.520887e-02      NaN
11785  Tavg_z0.0517_t12       0  2.0  0.0   69  306.987942 -4.656284e+03  1.573587  9.536190e-02      NaN
11786  Tavg_z0.0517_t12       0  2.0  0.0   70  306.982776 -4.718071e+03  1.558876  1.266206e-01      NaN
11787  Tavg_z0.0517_t12       0  2.0  0.0   71  307.062471 -4.852311e+04  2.000000  3.105469e-01      NaN
11788  Tavg_z0.0517_t12       0  2.0  0.0   72  306.848078 -4.163054e+04  2.000000  1.309381e-01      NaN
11789  Tavg_z0.0517_t12       0  2.0  0.0   73  307.558433 -1.423920e+01  0.431424  1.045972e-01      NaN
11790  Tavg_z0.0517_t12       0  2.0  0.0   74  306.994061 -1.432560e+04  1.770908  2.406912e-01      NaN
11791  Tavg_z0.0517_t12       0  2.0  0.0   75  306.909470 -4.330624e+04  2.000000  1.789243e-01      NaN
11792  Tavg_z0.0517_t12       0  2.0  0.0   76  307.075277 -2.321550e+04  1.831387  2.222722e-01      NaN
11793  Tavg_z0.0517_t12       0  2.0  0.0   77  306.898747 -3.997355e+04  2.000000  4.765507e-02      NaN
11794  Tavg_z0.0517_t12       0  2.0  0.0   78  306.957190 -7.064063e+03  1.641005  1.322514e-01      NaN
11795  Tavg_z0.0517_t12       0  2.0  0.0   79  307.051774 -1.778482e+04  1.845757  2.213887e-01      NaN
11796  Tavg_z0.0517_t12       0  2.0  0.0   80  307.074080 -4.864646e+04  2.000000  1.443426e-01      NaN
11797  Tavg_z0.0517_t12       0  2.0  0.0   81  306.891696 -1.214302e+03  1.396122  2.033020e-01      NaN
11798  Tavg_z0.0517_t12       0  2.0  0.0   82  307.095812 -4.739254e+04  2.000000  3.412353e-01      NaN
11799  Tavg_z0.0517_t12       0  2.0  0.0   83  307.129080 -4.680597e+03  1.541884  2.127502e-01      NaN
11800  Tavg_z0.0517_t12       0  2.0  0.0   84  307.155033 -1.793642e+03  1.355310  2.009779e-01      NaN
11801  Tavg_z0.0517_t12       0  2.0  0.0   85  306.825585 -3.966505e+04  2.000000  1.216757e-01      NaN
11802  Tavg_z0.0517_t12       0  2.0  0.0   86  306.904526 -1.115263e+04  1.733792  1.321573e-01      NaN
11803  Tavg_z0.0517_t12       0  2.0  0.0   87  307.151309 -8.004624e+03  1.677664  3.749825e-01      NaN
11804  Tavg_z0.0517_t12       0  2.0  0.0   88  306.970654 -4.746958e+04  2.000000  2.610750e-01      NaN
11805  Tavg_z0.0517_t12       0  2.0  0.0   89  306.929954 -3.828843e+04  1.973633  5.659317e-02      NaN
11806  Tavg_z0.0517_t12       0  2.0  0.0   90  307.087458 -4.016421e+04  2.000000  2.146570e-01      NaN
11807  Tavg_z0.0517_t12       0  2.0  0.0   91  307.252163 -1.875373e+03  1.350053  2.544067e-01      NaN
11808  Tavg_z0.0517_t12       0  2.0  0.0   92  306.932312 -1.945841e+03  1.443022  1.017368e-01      NaN
11809  Tavg_z0.0517_t12       0  2.0  0.0   93  306.960603 -4.375876e+04  2.000000  2.773412e-01      NaN
11810  Tavg_z0.0517_t12       0  2.0  0.0   94  307.006776 -4.400257e+04  2.000000  2.159744e-01      NaN
11811  Tavg_z0.0517_t12       0  2.0  0.0   95  307.185974 -4.894980e+04  2.000000  2.736165e-01      NaN
11812  Tavg_z0.0517_t12       0  2.0  0.0   96  306.814121 -1.378104e+02  1.001481  1.413526e-01      NaN
11813  Tavg_z0.0517_t12       0  2.0  0.0   97  307.009544 -4.575785e+04  2.000000  2.766755e-01      NaN
11814  Tavg_z0.0517_t12       0  2.0  0.0   98  307.335083 -8.746048e+01  0.760986  2.948849e-01      NaN
11815  Tavg_z0.0517_t12       0  2.0  0.0   99  307.137212 -4.292940e+04  2.000000  2.852521e-01      NaN
11816  Tavg_z0.0517_t12       0  2.0  0.0  100  307.147508 -4.583407e+02  1.090609  2.361777e-01      NaN
11817  Tavg_z0.0517_t12       0  2.0  1.0    0  306.877187 -2.678208e+04  2.000000  3.809294e-02      NaN
11818  Tavg_z0.0517_t12       0  2.0  1.0    1  307.134946 -1.073218e+02  0.830322  2.505365e-01      NaN
11819  Tavg_z0.0517_t12       0  2.0  1.0    2  306.902722 -2.468604e+04  2.000000  3.032790e-02      NaN
11820  Tavg_z0.0517_t12       0  2.0  1.0    3  306.654518  1.929743e+00  0.250000  1.210088e-01      NaN
11821  Tavg_z0.0517_t12       0  2.0  1.0    4  306.923820 -1.814634e+04  2.000000  5.086002e-02      NaN
11822  Tavg_z0.0517_t12       0  2.0  1.0    5  307.417975 -5.500146e+00  0.290039  1.319555e-01      NaN
11823  Tavg_z0.0517_t12       0  2.0  1.0    6  306.995584 -6.186422e+01  0.950644  6.442600e-02      NaN
11824  Tavg_z0.0517_t12       0  2.0  1.0    7  306.961582 -2.167896e+04  2.000000  1.122343e-01      NaN
11825  Tavg_z0.0517_t12       0  2.0  1.0    8  307.993319 -7.106849e+00  0.250000  3.787324e-01      NaN
11826  Tavg_z0.0517_t12       0  2.0  1.0    9  306.940084 -4.054197e+04  2.000000  5.604866e-02      NaN
11827  Tavg_z0.0517_t12       0  2.0  1.0   10  307.109190 -1.675382e+03  1.396399  1.659315e-01      NaN
11828  Tavg_z0.0517_t12       0  2.0  1.0   11  306.632273  1.375815e+01  0.818115  3.720401e-01      NaN
11829  Tavg_z0.0517_t12       0  2.0  1.0   12  306.915868 -3.534127e+04  2.000000  1.234765e-01      NaN
11830  Tavg_z0.0517_t12       0  2.0  1.0   13  306.958936 -2.472549e+04  2.000000  1.317271e-01      NaN
11831  Tavg_z0.0517_t12       0  2.0  1.0   14  306.918066 -2.758768e+04  2.000000  3.039450e-02      NaN
11832  Tavg_z0.0517_t12       0  2.0  1.0   15  306.999152 -3.251702e+04  2.000000  1.384284e-01      NaN
11833  Tavg_z0.0517_t12       0  2.0  1.0   16  306.887125 -2.324666e+04  2.000000  3.730729e-02      NaN
11834  Tavg_z0.0517_t12       0  2.0  1.0   17  306.904896 -9.216612e+02  1.444198  9.346405e-02      NaN
11835  Tavg_z0.0517_t12       0  2.0  1.0   18  306.976314 -8.307100e+02  1.337256  6.946542e-02      NaN
11836  Tavg_z0.0517_t12       0  2.0  1.0   19  306.913335 -2.197293e+04  2.000000  8.216706e-02      NaN
11837  Tavg_z0.0517_t12       0  2.0  1.0   20  307.205105 -3.041147e+00  0.250000  2.856965e-01      NaN
11838  Tavg_z0.0517_t12       0  2.0  1.0   21  306.884303 -1.133105e+04  2.000000  4.702896e-02      NaN
11839  Tavg_z0.0517_t12       0  2.0  1.0   22  307.030545 -1.065080e+04  1.799561  1.212730e-01      NaN
11840  Tavg_z0.0517_t12       0  2.0  1.0   23  307.199868 -1.731823e+01  0.495573  1.598544e-01      NaN
11841  Tavg_z0.0517_t12       0  2.0  1.0   24  307.030975 -2.331120e+01  0.646688  1.030900e-01      NaN
11842  Tavg_z0.0517_t12       0  2.0  1.0   25  308.018379 -6.323761e+00  0.250000  1.993257e-01      NaN
11843  Tavg_z0.0517_t12       0  2.0  1.0   26  308.213610 -8.365636e+00  0.250000  2.752667e-01      NaN
11844  Tavg_z0.0517_t12       0  2.0  1.0   27  307.294541 -2.884186e+00  0.250000  2.431301e-01      NaN
11845  Tavg_z0.0517_t12       0  2.0  1.0   28  306.957726 -3.064468e+03  1.563281  3.361241e-02      NaN
11846  Tavg_z0.0517_t12       0  2.0  1.0   29  307.021148 -4.515394e+04  2.000000  7.642955e-02      NaN
11847  Tavg_z0.0517_t12       0  2.0  1.0   30  307.068271 -8.335096e+01  0.798584  1.841865e-01      NaN
11848  Tavg_z0.0517_t12       0  2.0  1.0   31  304.578738  1.361448e+01  0.250000  3.693997e-01      NaN
11849  Tavg_z0.0517_t12       0  2.0  1.0   32  308.301025 -8.314498e+00  0.250000  1.436213e-01      NaN
11850  Tavg_z0.0517_t12       0  2.0  1.0   33  307.114671 -3.699527e+00  0.250000  3.858689e-01      NaN
11851  Tavg_z0.0517_t12       0  2.0  1.0   34  308.212235 -7.900470e+00  0.250000  1.848123e-01      NaN
11852  Tavg_z0.0517_t12       0  2.0  1.0   35  307.235911 -1.184662e+02  0.864339  1.630191e-01      NaN
11853  Tavg_z0.0517_t12       0  2.0  1.0   36  307.138358 -1.004345e+02  0.847656  8.089484e-02      NaN
11854  Tavg_z0.0517_t12       0  2.0  1.0   37  307.076754 -1.189545e+03  1.428910  1.748807e-01      NaN
11855  Tavg_z0.0517_t12       0  2.0  1.0   38  307.533113 -3.799676e+00  0.250000  6.964520e-02      NaN
11856  Tavg_z0.0517_t12       0  2.0  1.0   39  306.942396 -3.658989e+04  2.000000  1.133216e-01      NaN
11857  Tavg_z0.0517_t12       0  2.0  1.0   40  306.959038 -2.323460e+00  0.250000  3.938510e-01      NaN
11858  Tavg_z0.0517_t12       0  2.0  1.0   41  304.521840  1.385427e+01  0.250000  3.387373e-01      NaN
11859  Tavg_z0.0517_t12       0  2.0  1.0   42  306.949383 -4.151007e+03  1.622203  1.697844e-01      NaN
11860  Tavg_z0.0517_t12       0  2.0  1.0   43  306.928916 -2.483933e+04  2.000000  7.708711e-02      NaN
11861  Tavg_z0.0517_t12       0  2.0  1.0   44  306.889112 -1.682924e+04  2.000000  3.891551e-02      NaN
11862  Tavg_z0.0517_t12       0  2.0  1.0   45  306.929037 -2.034116e+04  2.000000  6.445983e-02      NaN
11863  Tavg_z0.0517_t12       0  2.0  1.0   46  306.894344 -2.418009e+04  2.000000  3.595054e-02      NaN
11864  Tavg_z0.0517_t12       0  2.0  1.0   47  307.441155 -4.797553e+00  0.250000  2.699052e-01      NaN
11865  Tavg_z0.0517_t12       0  2.0  1.0   48  306.880207 -1.565499e+04  2.000000  4.465258e-02      NaN
11866  Tavg_z0.0517_t12       0  2.0  1.0   49  307.014545 -1.550632e+04  1.875997  1.962857e-01      NaN
11867  Tavg_z0.0517_t12       0  2.0  1.0   50  306.963873 -2.913874e+04  2.000000  5.094854e-02      NaN
11868  Tavg_z0.0517_t12       0  2.0  1.0   51  304.564790  1.348839e+01  0.250000  3.307394e-01      NaN
11869  Tavg_z0.0517_t12       0  2.0  1.0   52  305.110397  9.211198e+00  0.250000  3.763162e-01      NaN
11870  Tavg_z0.0517_t12       0  2.0  1.0   53  306.934220 -1.987111e+03  1.476709  9.804959e-02      NaN
11871  Tavg_z0.0517_t12       0  2.0  1.0   54  306.963233 -2.945635e+03  1.644938  7.627022e-02      NaN
11872  Tavg_z0.0517_t12       0  2.0  1.0   55  306.888945 -2.720094e+04  2.000000  2.436965e-02      NaN
11873  Tavg_z0.0517_t12       0  2.0  1.0   56  308.196028 -8.799804e+00  0.250000  2.678517e-01      NaN
11874  Tavg_z0.0517_t12       0  2.0  1.0   57  307.012164 -3.426599e+03  1.487362  1.190985e-01      NaN
11875  Tavg_z0.0517_t12       0  2.0  1.0   58  307.022733 -8.282414e+02  1.373710  1.964280e-01      NaN
11876  Tavg_z0.0517_t12       0  2.0  1.0   59  307.016326 -1.025798e+02  0.889242  1.751059e-01      NaN
11877  Tavg_z0.0517_t12       0  2.0  1.0   60  307.182421 -2.736109e+01  0.670833  5.280813e-02      NaN
11878  Tavg_z0.0517_t12       0  2.0  1.0   61  307.206643 -1.392568e+01  0.498524  1.746557e-01      NaN
11879  Tavg_z0.0517_t12       0  2.0  1.0   62  306.944132 -2.037226e+04  2.000000  9.257208e-02      NaN
11880  Tavg_z0.0517_t12       0  2.0  1.0   63  306.997973 -8.899640e+03  1.671056  1.938716e-01      NaN
11881  Tavg_z0.0517_t12       0  2.0  1.0   64  306.901448 -2.199359e+04  2.000000  7.123390e-02      NaN
11882  Tavg_z0.0517_t12       0  2.0  1.0   65  307.027187 -2.277239e+00  0.250000  4.083531e-01      NaN
11883  Tavg_z0.0517_t12       0  2.0  1.0   66  308.826581 -1.310057e+01  0.250000  3.603351e-01      NaN
11884  Tavg_z0.0517_t12       0  2.0  1.0   67  306.933215 -3.267536e+04  2.000000  1.310489e-01      NaN
11885  Tavg_z0.0517_t12       0  2.0  1.0   68  306.894233 -2.564758e+04  2.000000  1.599569e-02      NaN
11886  Tavg_z0.0517_t12       0  2.0  1.0   69  308.074939 -9.329224e+00  0.250000  2.693844e-01      NaN
11887  Tavg_z0.0517_t12       0  2.0  1.0   70  307.537637 -6.270157e+00  0.314258  8.286647e-02      NaN
11888  Tavg_z0.0517_t12       0  2.0  1.0   71  306.650163 -5.902369e+03  2.000000  3.702596e-01      NaN
11889  Tavg_z0.0517_t12       0  2.0  1.0   72  307.364688 -7.010200e+00  0.352778  1.648994e-01      NaN
11890  Tavg_z0.0517_t12       0  2.0  1.0   73  304.250984  1.588265e+01  0.250000  3.309497e-01      NaN
11891  Tavg_z0.0517_t12       0  2.0  1.0   74  306.879536 -2.426603e+04  2.000000  1.680096e-02      NaN
11892  Tavg_z0.0517_t12       0  2.0  1.0   75  306.946489 -2.974543e+04  2.000000  1.347820e-01      NaN
11893  Tavg_z0.0517_t12       0  2.0  1.0   76  307.383248 -3.870562e+00  0.250000  1.343527e-01      NaN
11894  Tavg_z0.0517_t12       0  2.0  1.0   77  306.696890 -7.873461e+03  2.000000  3.962320e-01      NaN
11895  Tavg_z0.0517_t12       0  2.0  1.0   78  306.931353 -2.900782e+03  1.616618  1.441691e-01      NaN
11896  Tavg_z0.0517_t12       0  2.0  1.0   79  304.378243  1.498880e+01  0.250000  3.408406e-01      NaN
11897  Tavg_z0.0517_t12       0  2.0  1.0   80  304.606382  1.373751e+01  0.250000  4.248490e-01      NaN
11898  Tavg_z0.0517_t12       0  2.0  1.0   81  307.595008 -6.491370e+00  0.272266  1.514515e-01      NaN
11899  Tavg_z0.0517_t12       0  2.0  1.0   82  307.795054 -6.941822e+00  0.250000  2.839044e-01      NaN
11900  Tavg_z0.0517_t12       0  2.0  1.0   83  307.346826 -3.515801e+00  0.250000  2.139940e-01      NaN
11901  Tavg_z0.0517_t12       0  2.0  1.0   84  309.224655 -1.575052e+01  0.250000  2.612430e-01      NaN
11902  Tavg_z0.0517_t12       0  2.0  1.0   85  307.073919 -2.762626e+00  0.250000  4.115941e-01      NaN
11903  Tavg_z0.0517_t12       0  2.0  1.0   86  308.006592 -8.123985e+00  0.250000  1.999511e-01      NaN
11904  Tavg_z0.0517_t12       0  2.0  1.0   87  308.432093 -8.585038e+00  0.250000  1.089883e-01      NaN
11905  Tavg_z0.0517_t12       0  2.0  1.0   88  307.341082 -6.489075e+00  0.327734  2.213376e-01      NaN
11906  Tavg_z0.0517_t12       0  2.0  1.0   89  306.879487 -2.255252e+04  2.000000  2.260486e-02      NaN
11907  Tavg_z0.0517_t12       0  2.0  1.0   90  307.757763 -6.936513e+00  0.250000  2.931106e-01      NaN
11908  Tavg_z0.0517_t12       0  2.0  1.0   91  306.681279 -1.967474e+04  2.000000  3.852897e-01      NaN
11909  Tavg_z0.0517_t12       0  2.0  1.0   92  306.894780 -2.430472e+04  1.880934  8.923687e-02      NaN
11910  Tavg_z0.0517_t12       0  2.0  1.0   93  306.895720 -1.216725e+04  2.000000  6.815273e-02      NaN
11911  Tavg_z0.0517_t12       0  2.0  1.0   94  308.270155 -8.339905e+00  0.250000  1.744931e-01      NaN
11912  Tavg_z0.0517_t12       0  2.0  1.0   95  306.918306 -4.597310e+04  2.000000  9.288318e-02      NaN
11913  Tavg_z0.0517_t12       0  2.0  1.0   96  308.091248 -7.932844e+00  0.250000  1.488227e-01      NaN
11914  Tavg_z0.0517_t12       0  2.0  1.0   97  307.051842 -1.196039e+02  0.867676  2.239606e-01      NaN
11915  Tavg_z0.0517_t12       0  2.0  1.0   98  307.416744 -4.568823e+00  0.250000  2.799333e-01      NaN
11916  Tavg_z0.0517_t12       0  2.0  1.0   99  306.882942 -2.574107e+04  2.000000  1.429114e-02      NaN
11917  Tavg_z0.0517_t12       0  2.0  1.0  100  306.922696 -5.295551e+04  2.000000  5.447393e-02      NaN
11918  Tavg_z0.0517_t12       0  inf  0.0    0  307.314822 -5.004939e+04  2.000000  4.412795e-01      NaN
11919  Tavg_z0.0517_t12       0  inf  0.0    1  307.156580 -1.232387e+03  1.317818  2.523804e-01      NaN
11920  Tavg_z0.0517_t12       0  inf  0.0    2  307.314822 -5.004938e+04  2.000000  4.412795e-01      NaN
11921  Tavg_z0.0517_t12       0  inf  0.0    3  307.080521 -5.004939e+04  2.000000  2.069785e-01      NaN
11922  Tavg_z0.0517_t12       0  inf  0.0    4  307.313010 -4.717566e+04  2.000000  4.398618e-01      NaN
11923  Tavg_z0.0517_t12       0  inf  0.0    5  307.314822 -5.004952e+04  2.000000  4.412796e-01      NaN
11924  Tavg_z0.0517_t12       0  inf  0.0    6  307.314025 -4.996595e+04  2.000000  4.405765e-01      NaN
11925  Tavg_z0.0517_t12       0  inf  0.0    7  307.316648 -5.021191e+04  2.000000  4.401839e-01      NaN
11926  Tavg_z0.0517_t12       0  inf  0.0    8  307.314822 -5.004941e+04  2.000000  4.412795e-01      NaN
11927  Tavg_z0.0517_t12       0  inf  0.0    9  307.510905 -3.999354e+02  0.982096  4.088089e-01      NaN
11928  Tavg_z0.0517_t12       0  inf  0.0   10  307.317156 -5.281888e+04  2.000000  4.405026e-01      NaN
11929  Tavg_z0.0517_t12       0  inf  0.0   11  307.314822 -5.004969e+04  2.000000  4.412800e-01      NaN
11930  Tavg_z0.0517_t12       0  inf  0.0   12  307.315116 -4.963605e+04  2.000000  4.391280e-01      NaN
11931  Tavg_z0.0517_t12       0  inf  0.0   13  307.312704 -4.942146e+04  2.000000  4.405749e-01      NaN
11932  Tavg_z0.0517_t12       0  inf  0.0   14  307.314362 -4.684956e+04  2.000000  4.381436e-01      NaN
11933  Tavg_z0.0517_t12       0  inf  0.0   15  307.317307 -5.299775e+04  2.000000  4.404524e-01      NaN
11934  Tavg_z0.0517_t12       0  inf  0.0   16  307.423580 -1.561852e+02  0.977292  4.167055e-01      NaN
11935  Tavg_z0.0517_t12       0  inf  0.0   17  307.314822 -5.004938e+04  2.000000  4.412795e-01      NaN
11936  Tavg_z0.0517_t12       0  inf  0.0   18  307.317730 -5.048048e+04  2.000000  4.403084e-01      NaN
11937  Tavg_z0.0517_t12       0  inf  0.0   19  307.314822 -5.004950e+04  2.000000  4.412795e-01      NaN
11938  Tavg_z0.0517_t12       0  inf  0.0   20  307.095712 -3.217289e+04  1.913025  1.974720e-01      NaN
11939  Tavg_z0.0517_t12       0  inf  0.0   21  307.315150 -4.902109e+04  1.996191  4.409940e-01      NaN
11940  Tavg_z0.0517_t12       0  inf  0.0   22  307.322288 -5.060292e+04  2.000000  4.387948e-01      NaN
11941  Tavg_z0.0517_t12       0  inf  0.0   23  307.314822 -5.004938e+04  2.000000  4.412796e-01      NaN
11942  Tavg_z0.0517_t12       0  inf  0.0   24  307.570054 -4.329458e+02  0.988932  3.540260e-01      NaN
11943  Tavg_z0.0517_t12       0  inf  0.0   25  307.080521 -5.004939e+04  2.000000  2.069785e-01      NaN
11944  Tavg_z0.0517_t12       0  inf  0.0   26  307.942872 -2.771468e+01  0.471528  3.850192e-01      NaN
11945  Tavg_z0.0517_t12       0  inf  0.0   27  307.080521 -5.004947e+04  2.000000  2.069787e-01      NaN
11946  Tavg_z0.0517_t12       0  inf  0.0   28  307.314682 -4.871529e+04  2.000000  4.412368e-01      NaN
11947  Tavg_z0.0517_t12       0  inf  0.0   29  307.080521 -5.004938e+04  2.000000  2.069785e-01      NaN
11948  Tavg_z0.0517_t12       0  inf  0.0   30  308.722247 -1.049843e+01  0.250000  3.759581e-01      NaN
11949  Tavg_z0.0517_t12       0  inf  0.0   31  307.088959 -6.005874e+04  2.000000  2.041704e-01      NaN
11950  Tavg_z0.0517_t12       0  inf  0.0   32  307.314822 -5.004938e+04  2.000000  4.412796e-01      NaN
11951  Tavg_z0.0517_t12       0  inf  0.0   33  307.313987 -4.938999e+04  2.000000  4.406303e-01      NaN
11952  Tavg_z0.0517_t12       0  inf  0.0   34  307.314822 -5.004939e+04  2.000000  4.412795e-01      NaN
11953  Tavg_z0.0517_t12       0  inf  0.0   35  307.316334 -5.021272e+04  2.000000  4.398594e-01      NaN
11954  Tavg_z0.0517_t12       0  inf  0.0   36  307.314822 -5.004961e+04  2.000000  4.412796e-01      NaN
11955  Tavg_z0.0517_t12       0  inf  0.0   37  307.787625 -1.621359e+02  0.787505  3.812220e-01      NaN
